observedTaxon	observedTaxonID	organismQuantity	sex	lifeStage	organismQuantityType	surveyTargetID
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	pup	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	unknown	individual	344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	female	adult	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	male	adult	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	indeterminate	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	female	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	male	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	indeterminate	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	18	indeterminate	pup	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	female	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	male	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	indeterminate	unknown	individuals	231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	pup	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	unknown	individual	231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	female	adult	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	male	adult	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	adult	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	female	juvenile	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	pup	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	female	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	male	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	unknown	individual	195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	pup	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	unknown	individual	344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	female	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	male	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	indeterminate	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	female	juvenile	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	male	juvenile	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	indeterminate	juvenile	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	indeterminate	pup	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	female	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	male	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	indeterminate	unknown	individual	231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	pup	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	unknown	individual	231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	adult	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	adult	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	adult	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	female	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	pup	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	female	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	male	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	unknown	individual	195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	pup	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	unknown	individual	344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	female	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	male	adult	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	indeterminate	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	female	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	31	male	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	11	indeterminate	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	14	indeterminate	pup	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	female	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	male	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	unknown	individuals	231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	pup	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	unknown	individual	231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	adult	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	male	adult	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	adult	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	pup	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	female	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	male	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	unknown	individual	195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	pup	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	unknown	individual	344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	female	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	male	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	indeterminate	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	female	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	12	male	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	indeterminate	pup	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	female	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	male	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	indeterminate	unknown	individuals	231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	pup	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	unknown	individual	231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	adult	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	adult	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	female	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	male	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	pup	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	female	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	male	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	unknown	individual	195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	pup	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	unknown	individual	344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	female	adult	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	male	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	indeterminate	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	18	female	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	38	male	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	17	indeterminate	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	11	indeterminate	pup	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	female	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	male	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	unknown	individuals	231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	male	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	male	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	pup	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	unknown	individual	231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	10	female	adult	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	male	adult	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	adult	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	9	female	juvenile	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	juvenile	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	juvenile	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	pup	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	female	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	male	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	unknown	individual	195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	pup	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	unknown	individual	344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	female	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	male	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	indeterminate	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	female	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	15	male	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	indeterminate	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	indeterminate	pup	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	female	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	male	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	indeterminate	unknown	individual	231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	pup	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	unknown	individual	231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	adult	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	adult	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	male	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	pup	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	female	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	male	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	unknown	individual	195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	pup	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	unknown	individual	344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	female	adult	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	male	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	indeterminate	adult	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	female	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	male	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	164	indeterminate	juvenile	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	12	indeterminate	pup	individuals	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	female	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	male	unknown	individual	231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	unknown	individuals	231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	adult	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	juvenile	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	pup	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	female	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	male	unknown	individual	231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	indeterminate	unknown	individual	231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	female	adult	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	14	male	adult	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	adult	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	juvenile	individuals	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	pup	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	female	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	male	unknown	individual	195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	indeterminate	unknown	individual	195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	adult	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	juvenile	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	indeterminate	pup	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	female	unknown	individual	344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	male	unknown	individual	344008
